"INDIVIDUO","PLOT","ROW","COL","TIPO","GEN","PLANTA","geo_coordinates","Altura De Planta (cm)","Altura De Cápsulas","Número De Ramificações","Número De Plantas D","Número De Plantas M","Massa De Cápsula","Cápsulas","Massa De Grãos","Grãos - contagem","Grãos - Cor","Obs","Colheita","Florescimento Inicial","Florescimento Final","Severidade De Doenças","Acamamento","Cor Do grãos","Foto MMG","Massa MMG","RGB"
"303","61","5","1","MARROM","G71","P3","","86","56","4",,,"6.49","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F303_C%C3%A1psulas_1_2024-02-17-03-45-53.jpg","5.29","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F303_Gr%C3%A3os%20-%20contagem_1_2024-02-17-04-10-35.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F303_Gr%C3%A3os%20-%20Cor_1_2024-02-17-04-11-01.jpg",,,,,,,,,,
"304","61","5","1","MARROM","G71","P4","","104","64","5",,,"5.13","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F304_C%C3%A1psulas_1_2024-02-17-03-40-34.jpg","3.18","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F304_Gr%C3%A3os%20-%20contagem_1_2024-02-17-04-04-10.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F304_Gr%C3%A3os%20-%20Cor_1_2024-02-17-04-04-26.jpg",,,,,,,,,,
"305","61","5","1","MARROM","G71","P5","","96","68","7",,,"7.42","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F305_C%C3%A1psulas_1_2024-02-17-03-37-20.jpg","5.61","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F305_Gr%C3%A3os%20-%20contagem_1_2024-02-17-04-14-34.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F305_Gr%C3%A3os%20-%20Cor_1_2024-02-17-04-14-54.jpg",,,,,,,,,,
"306","62","5","2","MARROM","G72","P1","","76","52","2",,,"2.01","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F306_C%C3%A1psulas_1_2024-02-19-10-03-42.jpg","2.23","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F306_Gr%C3%A3os%20-%20contagem_1_2024-02-19-10-34-34.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F306_Gr%C3%A3os%20-%20Cor_1_2024-02-19-10-35-14.jpg",,,,,,,,,,
"307","62","5","2","MARROM","G72","P2","","79.5","46",,,,"0.42","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F307_C%C3%A1psulas_1_2024-02-19-10-07-07.jpg","0.38","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F307_Gr%C3%A3os%20-%20contagem_1_2024-02-19-10-36-22.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F307_Gr%C3%A3os%20-%20Cor_1_2024-02-19-10-36-35.jpg",,,,,,,,,,
"308","62","5","2","MARROM","G72","P3","","73.5","51","1",,,"1.54","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F308_C%C3%A1psulas_1_2024-02-19-10-08-13.jpg","0.81","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F308_Gr%C3%A3os%20-%20contagem_1_2024-02-19-10-37-55.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F308_Gr%C3%A3os%20-%20Cor_1_2024-02-19-10-38-07.jpg",,,,,,,,,,
"309","62","5","2","MARROM","G72","P4","","74","36",,,,"0.48","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F309_C%C3%A1psulas_1_2024-02-19-10-09-20.jpg","0.54","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F309_Gr%C3%A3os%20-%20contagem_1_2024-02-19-10-39-00.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F309_Gr%C3%A3os%20-%20Cor_1_2024-02-19-10-39-13.jpg",,,,,,,,,,
"310","62","5","2","MARROM","G72","P5","","79","47",,,,"1.03","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F310_C%C3%A1psulas_1_2024-02-19-10-10-12.jpg","0.88","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F310_Gr%C3%A3os%20-%20contagem_1_2024-02-19-10-40-09.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F310_Gr%C3%A3os%20-%20Cor_1_2024-02-19-10-40-20.jpg",,,,,,,,,,
"311","63","5","3","MARROM","G73","P1","","102","64","7",,,"2.03","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F311_C%C3%A1psulas_1_2024-02-20-11-28-56.jpg","1.19","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F311_Gr%C3%A3os%20-%20contagem_1_2024-02-20-11-37-20.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F311_Gr%C3%A3os%20-%20Cor_1_2024-02-20-11-38-11.jpg",,,,,,,,,,
"312","63","5","3","MARROM","G73","P2","","90","56","4",,,"1.4","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F312_C%C3%A1psulas_1_2024-02-20-11-30-13.jpg",".94","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F312_Gr%C3%A3os%20-%20contagem_1_2024-02-20-11-40-16.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F312_Gr%C3%A3os%20-%20Cor_1_2024-02-20-11-40-35.jpg",,,,,,,,,,
"313","63","5","3","MARROM","G73","P3","","82","68","2",,,".16","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F313_C%C3%A1psulas_1_2024-02-20-11-31-14.jpg",".01","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F313_Gr%C3%A3os%20-%20contagem_1_2024-02-20-11-43-23.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F313_Gr%C3%A3os%20-%20Cor_1_2024-02-20-11-43-55.jpg",,,,,,,,,,
"314","63","5","3","MARROM","G73","P4","","88","60","4",,,"2.66","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F314_C%C3%A1psulas_1_2024-02-20-11-32-43.jpg","1.94","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F314_Gr%C3%A3os%20-%20contagem_1_2024-02-20-11-45-23.jpg",,,,,,,,,,,
"315","63","5","3","MARROM","G73","P5","","87","65","6",,,"1.72","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F315_C%C3%A1psulas_1_2024-02-20-11-34-23.jpg","2.04","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F315_Gr%C3%A3os%20-%20contagem_1_2024-02-20-11-47-55.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F315_Gr%C3%A3os%20-%20Cor_1_2024-02-20-11-48-09.jpg",,,,,,,,,,
"316","64","5","4","MARROM","G74","P1","","73","48","4",,,"1.59","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F316_C%C3%A1psulas_1_2024-02-20-12-02-01.jpg","1.22","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F316_Gr%C3%A3os%20-%20contagem_1_2024-02-20-12-07-29.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F316_Gr%C3%A3os%20-%20Cor_1_2024-02-20-12-08-34.jpg",,,,,,,,,,
"317","64","5","4","MARROM","G74","P2","","97","80","4",,,"1.31","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F317_C%C3%A1psulas_1_2024-02-20-12-02-53.jpg",".89","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F317_Gr%C3%A3os%20-%20contagem_1_2024-02-20-12-09-56.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F317_Gr%C3%A3os%20-%20Cor_1_2024-02-20-12-10-18.jpg",,,,,,,,,,
"318","64","5","4","MARROM","G74","P3","","90","69","5",,,"1","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F318_C%C3%A1psulas_1_2024-02-20-12-03-55.jpg",".61","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F318_Gr%C3%A3os%20-%20contagem_1_2024-02-20-12-11-44.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F318_Gr%C3%A3os%20-%20Cor_1_2024-02-20-12-12-03.jpg",,,,,,,,,,
"319","64","5","4","MARROM","G74","P4","","90","69","5",,,"1.37","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F319_C%C3%A1psulas_1_2024-02-20-12-05-11.jpg",".85","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F319_Gr%C3%A3os%20-%20contagem_1_2024-02-20-12-13-11.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F319_Gr%C3%A3os%20-%20Cor_1_2024-02-20-12-13-23.jpg",,,,,,,,,,
"320","64","5","4","MARROM","G74","P5","","95","62","7",,,"2.05","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F320_C%C3%A1psulas_1_2024-02-20-12-06-13.jpg","1.33","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F320_Gr%C3%A3os%20-%20contagem_1_2024-02-20-12-14-36.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F320_Gr%C3%A3os%20-%20Cor_1_2024-02-20-12-14-52.jpg",,,,,,,,,,
"321","65","5","5","MARROM","G78","P1","",,,,,,,,,,,,,,,,,,,,
"322","65","5","5","MARROM","G78","P2","",,,,,,,,,,,,,,,,,,,,
"323","65","5","5","MARROM","G78","P3","",,,,,,,,,,,,,,,,,,,,
"324","65","5","5","MARROM","G78","P4","",,,,,,,,,,,,,,,,,,,,
"325","65","5","5","MARROM","G78","P5","",,,,,,,,,,,,,,,,,,,,
"326","66","5","6","MARROM","G79","P1","","95","65","4",,"10","2.97","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F326_C%C3%A1psulas_1_2023-10-23-04-03-10.jpg","2.12","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F326_Gr%C3%A3os%20-%20contagem_1_2023-10-23-04-16-02.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F326_Gr%C3%A3os%20-%20Cor_1_2023-10-23-04-17-36.jpg",,,,,,,,,,
"327","66","5","6","MARROM","G79","P2","","83","49","4",,,"1.65","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F327_C%C3%A1psulas_1_2023-10-23-04-06-38.jpg","1.08","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F327_Gr%C3%A3os%20-%20contagem_1_2023-10-23-04-19-41.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F327_Gr%C3%A3os%20-%20Cor_1_2023-10-23-04-25-08.jpg",,,,,,,,,,
"328","66","5","6","MARROM","G79","P3","","85","41","4",,,"3.07","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F328_C%C3%A1psulas_1_2023-10-23-04-08-26.jpg","2.25","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F328_Gr%C3%A3os%20-%20contagem_1_2023-10-23-04-26-36.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F328_Gr%C3%A3os%20-%20Cor_1_2023-10-23-04-28-03.jpg",,,,,,,,,,
"329","66","5","6","MARROM","G79","P4","","91","36","2",,,"2.39","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F329_C%C3%A1psulas_1_2023-10-23-04-10-37.jpg","1.79","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F329_Gr%C3%A3os%20-%20contagem_1_2023-10-23-04-29-27.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F329_Gr%C3%A3os%20-%20Cor_1_2023-10-23-04-30-29.jpg",,,,,,,,,,
"330","66","5","6","MARROM","G79","P5","","110","55","2",,,"3.98","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F330_C%C3%A1psulas_1_2023-10-23-04-12-28.jpg","3.12","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F330_Gr%C3%A3os%20-%20contagem_1_2023-10-23-04-31-37.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F330_Gr%C3%A3os%20-%20Cor_1_2023-10-23-04-33-05.jpg",,,,,,,,,,
"331","67","5","7","MARROM","G82","P1","","110","92","8",,"14","3.1","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F331_C%C3%A1psulas_1_2024-02-06-04-59-13.jpg","2.18","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F331_Gr%C3%A3os%20-%20contagem_1_2024-02-06-05-09-04.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F331_Gr%C3%A3os%20-%20Cor_1_2024-02-06-05-09-33.jpg",,,,,,,,,,
"332","67","5","7","MARROM","G82","P2","","103","83","2",,,"1.78","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F332_C%C3%A1psulas_1_2024-02-06-05-23-10.jpg","0.84","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F332_Gr%C3%A3os%20-%20contagem_1_2024-02-06-05-31-48.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F332_Gr%C3%A3os%20-%20Cor_1_2024-02-06-05-32-07.jpg",,,,,,,,,,
"333","67","5","7","MARROM","G82","P3","","110","70","6",,,"3.41","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F333_C%C3%A1psulas_1_2024-02-06-05-40-27.jpg","2.6","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F333_Gr%C3%A3os%20-%20contagem_1_2024-02-06-05-47-13.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F333_Gr%C3%A3os%20-%20Cor_1_2024-02-06-05-47-30.jpg",,,,,,,,,,
"334","67","5","7","MARROM","G82","P4","","108","65","4",,,"2.39","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F334_C%C3%A1psulas_1_2024-02-06-05-58-18.jpg","1.74","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F334_Gr%C3%A3os%20-%20contagem_1_2024-02-06-06-05-05.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F334_Gr%C3%A3os%20-%20Cor_1_2024-02-06-06-05-27.jpg",,,,,,,,,,
"335","67","5","7","MARROM","G82","P5","","112","70","4",,,"2.46","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F335_C%C3%A1psulas_1_2024-02-06-06-14-41.jpg","1.79","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F335_Gr%C3%A3os%20-%20contagem_1_2024-02-06-06-19-53.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F335_Gr%C3%A3os%20-%20Cor_1_2024-02-06-06-20-09.jpg",,,,,,,,,,
"336","68","5","8","MARROM","G84","P1","","90","73","8",,,"2.45","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F336_C%C3%A1psulas_1_2024-02-07-06-48-44.jpg","1.86","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F336_Gr%C3%A3os%20-%20contagem_1_2024-02-07-06-52-47.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F336_Gr%C3%A3os%20-%20Cor_1_2024-02-07-06-52-59.jpg",,,,,,,,,,
"337","68","5","8","MARROM","G84","P2","","101","80","6",,,,,,,,,,,,,,,,,
"338","68","5","8","MARROM","G84","P3","","98","59","20",,,,"content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F338_C%C3%A1psulas_1_2024-02-07-06-56-54.jpg","3.15","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F338_Gr%C3%A3os%20-%20contagem_1_2024-02-07-07-01-32.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F338_Gr%C3%A3os%20-%20Cor_1_2024-02-07-07-01-55.jpg",,,,,,,,,,
"339","68","5","8","MARROM","G84","P4","","102","69","15",,,"1.82","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FC%C3%A1psulas%2F339_C%C3%A1psulas_1_2024-02-07-07-04-06.jpg","1.5","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20contagem%2F339_Gr%C3%A3os%20-%20contagem_1_2024-02-07-07-09-52.jpg","content://com.android.externalstorage.documents/tree/primary%3AFieldBook/document/primary%3AFieldBook%2Fplot_data%2Fdados_lab%2FGr%C3%A3os%20-%20Cor%2F339_Gr%C3%A3os%20-%20Cor_1_2024-02-07-07-10-05.jpg",,,,,,,,,,
